# go test -run='^$' -bench=. -benchmem -benchtime=200ms -count=10 ./roaring_bitmaps/bench
# ROARING_N=200000 (default), amd64 AVX-512, GOEXPERIMENT=simd, packed containers


goos: linux
goarch: amd64
pkg: goalgo/roaring_bitmaps/bench
cpu: AMD Ryzen AI 9 HX PRO 370 w/ Radeon 890M       
BenchmarkToBytes/codec=v3/data=runs-24                    	  534828	       588.9 ns/op	    1536 B/op	       1 allocs/op
BenchmarkToBytes/codec=raw/data=zipf-24                   	     801	    295540 ns/op	 1605633 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=zipf-24                   	     763	    309804 ns/op	 1605633 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=zipf-24                   	     799	    297521 ns/op	 1605633 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=zipf-24                   	     834	    290402 ns/op	 1605632 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=zipf-24                   	     831	    289597 ns/op	 1605634 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=zipf-24                   	     825	    293876 ns/op	 1605633 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=zipf-24                   	     772	    289263 ns/op	 1605633 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=zipf-24                   	     829	    290217 ns/op	 1605633 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=zipf-24                   	     705	    306871 ns/op	 1605633 B/op	       2 allocs/op
BenchmarkToBytes/codec=raw/data=zipf-24                   	     790	    293452 ns/op	 1605633 B/op	       2 allocs/op
BenchmarkToBytes/codec=v3/data=zipf-24                    	    1555	    137871 ns/op	  434176 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=zipf-24                    	    1830	    133292 ns/op	  434176 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=zipf-24                    	    1585	    157074 ns/op	  434176 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=zipf-24                    	    1538	    194950 ns/op	  434176 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=zipf-24                    	     865	    236179 ns/op	  434177 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=zipf-24                    	    1444	    152475 ns/op	  434176 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=zipf-24                    	    1587	    148847 ns/op	  434176 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=zipf-24                    	    1616	    142554 ns/op	  434176 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=zipf-24                    	    1498	    139858 ns/op	  434176 B/op	       1 allocs/op
BenchmarkToBytes/codec=v3/data=zipf-24                    	    1686	    138095 ns/op	  434176 B/op	       1 allocs/op
BenchmarkFromBytes/codec=raw/data=sparse-24               	      46	   4999234 ns/op	 5251859 B/op	   94644 allocs/op
BenchmarkFromBytes/codec=raw/data=sparse-24               	      44	   5117282 ns/op	 5251862 B/op	   94644 allocs/op
BenchmarkFromBytes/codec=raw/data=sparse-24               	      44	   5327100 ns/op	 5251861 B/op	   94644 allocs/op
BenchmarkFromBytes/codec=raw/data=sparse-24               	      45	   5182821 ns/op	 5251862 B/op	   94644 allocs/op
BenchmarkFromBytes/codec=raw/data=sparse-24               	      45	   5172127 ns/op	 5251861 B/op	   94644 allocs/op
BenchmarkFromBytes/codec=raw/data=sparse-24               	      46	   5028552 ns/op	 5251860 B/op	   94644 allocs/op
BenchmarkFromBytes/codec=raw/data=sparse-24               	      42	   5293612 ns/op	 5251861 B/op	   94644 allocs/op
BenchmarkFromBytes/codec=raw/data=sparse-24               	      46	   5110367 ns/op	 5251864 B/op	   94644 allocs/op
BenchmarkFromBytes/codec=raw/data=sparse-24               	      49	   5253758 ns/op	 5251861 B/op	   94644 allocs/op
BenchmarkFromBytes/codec=raw/data=sparse-24               	      39	   5360532 ns/op	 5251860 B/op	   94644 allocs/op
BenchmarkFromBytes/codec=v3/data=sparse-24                	     124	   1902453 ns/op	 3163406 B/op	   65384 allocs/op
BenchmarkFromBytes/codec=v3/data=sparse-24                	     130	   1839126 ns/op	 3163406 B/op	   65384 allocs/op
BenchmarkFromBytes/codec=v3/data=sparse-24                	     132	   1813731 ns/op	 3163404 B/op	   65384 allocs/op
BenchmarkFromBytes/codec=v3/data=sparse-24                	     133	   1799179 ns/op	 3163404 B/op	   65384 allocs/op
BenchmarkFromBytes/codec=v3/data=sparse-24                	     126	   1876363 ns/op	 3163403 B/op	   65384 allocs/op
BenchmarkFromBytes/codec=v3/data=sparse-24                	     138	   1750010 ns/op	 3163406 B/op	   65384 allocs/op
BenchmarkFromBytes/codec=v3/data=sparse-24                	     124	   1866404 ns/op	 3163404 B/op	   65384 allocs/op
BenchmarkFromBytes/codec=v3/data=sparse-24                	     128	   1860328 ns/op	 3163402 B/op	   65384 allocs/op
BenchmarkFromBytes/codec=v3/data=sparse-24                	     132	   1771115 ns/op	 3163405 B/op	   65384 allocs/op
BenchmarkFromBytes/codec=v3/data=sparse-24                	     133	   1810645 ns/op	 3163405 B/op	   65384 allocs/op
BenchmarkFromBytes/codec=raw/data=runs-24                 	     199	   1194066 ns/op	 1276305 B/op	     214 allocs/op
BenchmarkFromBytes/codec=raw/data=runs-24                 	     232	   1082504 ns/op	 1276305 B/op	     214 allocs/op
BenchmarkFromBytes/codec=raw/data=runs-24                 	     219	   1052990 ns/op	 1276305 B/op	     214 allocs/op
BenchmarkFromBytes/codec=raw/data=runs-24                 	     254	   1017180 ns/op	 1276307 B/op	     214 allocs/op
BenchmarkFromBytes/codec=raw/data=runs-24                 	     230	   1141038 ns/op	 1276304 B/op	     214 allocs/op
BenchmarkFromBytes/codec=raw/data=runs-24                 	     240	    976002 ns/op	 1276309 B/op	     214 allocs/op
BenchmarkFromBytes/codec=raw/data=runs-24                 	     258	    961499 ns/op	 1276308 B/op	     214 allocs/op
BenchmarkFromBytes/codec=raw/data=runs-24                 	     232	   1088606 ns/op	 1276306 B/op	     214 allocs/op
BenchmarkFromBytes/codec=raw/data=runs-24                 	     217	   1106794 ns/op	 1276305 B/op	     214 allocs/op
BenchmarkFromBytes/codec=raw/data=runs-24                 	     222	   1069259 ns/op	 1276305 B/op	     214 allocs/op
BenchmarkFromBytes/codec=v3/data=runs-24                  	  137908	      1809 ns/op	    2456 B/op	      28 allocs/op
BenchmarkFromBytes/codec=v3/data=runs-24                  	  140539	      1839 ns/op	    2456 B/op	      28 allocs/op
BenchmarkFromBytes/codec=v3/data=runs-24                  	  136298	      1800 ns/op	    2456 B/op	      28 allocs/op
BenchmarkFromBytes/codec=v3/data=runs-24                  	  135020	      1867 ns/op	    2456 B/op	      28 allocs/op
BenchmarkFromBytes/codec=v3/data=runs-24                  	  148771	      1907 ns/op	    2456 B/op	      28 allocs/op
BenchmarkFromBytes/codec=v3/data=runs-24                  	  122322	      1983 ns/op	    2456 B/op	      28 allocs/op
BenchmarkFromBytes/codec=v3/data=runs-24                  	  137515	      1845 ns/op	    2456 B/op	      28 allocs/op
BenchmarkFromBytes/codec=v3/data=runs-24                  	  130839	      1735 ns/op	    2456 B/op	      28 allocs/op
BenchmarkFromBytes/codec=v3/data=runs-24                  	  113272	      1892 ns/op	    2456 B/op	      28 allocs/op
BenchmarkFromBytes/codec=v3/data=runs-24                  	  130418	      1800 ns/op	    2456 B/op	      28 allocs/op
BenchmarkFromBytes/codec=raw/data=zipf-24                 	      90	   2330666 ns/op	 2278517 B/op	   16355 allocs/op
BenchmarkFromBytes/codec=raw/data=zipf-24                 	     100	   2190467 ns/op	 2278526 B/op	   16355 allocs/op
BenchmarkFromBytes/codec=raw/data=zipf-24                 	     100	   2377173 ns/op	 2278519 B/op	   16355 allocs/op
BenchmarkFromBytes/codec=raw/data=zipf-24                 	     100	   2189564 ns/op	 2278522 B/op	   16355 allocs/op
BenchmarkFromBytes/codec=raw/data=zipf-24                 	     100	   2376148 ns/op	 2278523 B/op	   16355 allocs/op
BenchmarkFromBytes/codec=raw/data=zipf-24                 	      85	   2484711 ns/op	 2278516 B/op	   16355 allocs/op
BenchmarkFromBytes/codec=raw/data=zipf-24                 	      91	   2499169 ns/op	 2278515 B/op	   16355 allocs/op
BenchmarkFromBytes/codec=raw/data=zipf-24                 	      98	   2363971 ns/op	 2278516 B/op	   16355 allocs/op
BenchmarkFromBytes/codec=raw/data=zipf-24                 	      98	   2407783 ns/op	 2278517 B/op	   16355 allocs/op
BenchmarkFromBytes/codec=raw/data=zipf-24                 	     105	   2287351 ns/op	 2278519 B/op	   16355 allocs/op
BenchmarkFromBytes/codec=v3/data=zipf-24                  	     535	    517669 ns/op	  709988 B/op	    6876 allocs/op
BenchmarkFromBytes/codec=v3/data=zipf-24                  	     481	    479206 ns/op	  709990 B/op	    6876 allocs/op
BenchmarkFromBytes/codec=v3/data=zipf-24                  	     523	    500887 ns/op	  709988 B/op	    6876 allocs/op
BenchmarkFromBytes/codec=v3/data=zipf-24                  	     439	    515101 ns/op	  709987 B/op	    6876 allocs/op
BenchmarkFromBytes/codec=v3/data=zipf-24                  	     456	    529489 ns/op	  709987 B/op	    6876 allocs/op
BenchmarkFromBytes/codec=v3/data=zipf-24                  	     470	    496289 ns/op	  709987 B/op	    6876 allocs/op
BenchmarkFromBytes/codec=v3/data=zipf-24                  	     447	    546293 ns/op	  709987 B/op	    6876 allocs/op
BenchmarkFromBytes/codec=v3/data=zipf-24                  	     462	    516066 ns/op	  709987 B/op	    6876 allocs/op
BenchmarkFromBytes/codec=v3/data=zipf-24                  	     514	    471615 ns/op	  709986 B/op	    6876 allocs/op
BenchmarkFromBytes/codec=v3/data=zipf-24                  	     500	    473093 ns/op	  709987 B/op	    6876 allocs/op
PASS
ok  	goalgo/roaring_bitmaps/bench	216.303s
